has_title,has_input,has_button,has_image,has_submit,has_link,has_password,has_email_input,has_hidden_element,has_audio,has_video,number_of_inputs,number_of_buttons,number_of_images,number_of_option,number_of_list,number_of_th,number_of_tr,number_of_href,number_of_paragraph,number_of_script,length_of_title,has_h1,has_h2,has_h3,length_of_text,number_of_clickable_button,number_of_a,number_of_img,number_of_div,number_of_figure,has_footer,has_form,has_text_area,has_iframe,has_text_input,number_of_meta,has_nav,has_object,has_picture,number_of_sources,number_of_span,number_of_table,URL,label
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,17,34,0,0,0,148,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,0,0,https://docs.google.com/presentation/d/e/2PACX-1vRlHu-8VByMRCfxPY1kUTEu0o8iAxPoxnLygVrn8Ri5bStXNo6VPWR4g15Yh_wUFTIpCTMGZUL3cZb7/pub?start=false&amp;loop=false&amp;delayms=3000&amp;slide=id.p,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,17,31,0,0,0,145,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,0,0,https://docs.google.com/presentation/d/e/2PACX-1vRQhVRTyL3lYc5jL3GN8Oj2oxsscQ8M1LPfZ517sEiK1EvtO5nV_K1ACB-Sw8dEDJBcCo9tcgSGt-kC/pub?start=false&amp;loop=false&amp;delayms=3000&amp;slide=id.p,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,17,34,0,0,0,148,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,0,0,https://docs.google.com/presentation/d/e/2PACX-1vRlHu-8VByMRCfxPY1kUTEu0o8iAxPoxnLygVrn8Ri5bStXNo6VPWR4g15Yh_wUFTIpCTMGZUL3cZb7/pub?start=false&amp;loop=false&amp;delayms=3000,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,17,37,0,0,0,151,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,0,0,https://docs.google.com/presentation/d/e/2PACX-1vRGjFhr93UKVkVDMTd0C_wPzcFWTVxUN4SJk272Br_7T2eL48rH8QNQ9T5T3F9WtLyeYYnrSrvlbPlg/pub?start=false&amp;loop=false&amp;delayms=3000,1
1,1,0,0,1,1,0,1,0,0,0,3,0,0,0,0,0,19,1,2,3,16,0,0,0,359,0,3,2,2,0,0,1,0,0,1,0,0,0,0,0,0,4,https://pub-4cfa01254cf44d608f375547af6fadb2.r2.dev/cilenww.html#a@b.com,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,1,0,0,136,0,1,0,7,0,0,0,0,0,0,2,0,0,0,0,0,0,http://mamnidada24.com/,1
1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,10,1,4,29,0,1,0,530,1,6,0,12,0,0,0,0,1,0,5,1,0,0,0,4,0,https://qrco.de/bea7XS?xhMyksDR22sTnMQy9WTm5H1LRoyGf5ot&,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,14,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,http://bipaccesoalprovinciaonlifewhan.hstn.me/,1
1,1,1,0,0,1,0,0,1,0,0,1,2,0,0,0,0,0,1,3,3,36,0,1,0,451,1,2,0,8,0,0,1,0,0,0,5,0,0,0,0,7,0,https://pbgmobileevnt.my.id/,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,19,13,0,0,0,59,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,https://new.express.adobe.com/webpage/pyZ4R8mNfvJ1S,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,19,13,0,0,0,59,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,https://new.express.adobe.com/webpage/8kAJlMmSFrQea,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,6,48,1,0,0,210,0,1,2,4,0,0,0,0,0,0,4,0,0,0,0,0,0,http://ahauuhy21.ukit.me,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,21,17,1,0,0,827,0,35,2,77,0,1,0,0,1,0,11,0,0,0,0,0,0,https://www.flowcode.com/page/btvoicex,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17,0,0,0,226,0,1,0,5,0,0,0,0,0,0,5,0,0,0,0,1,0,http://luxurytechnical.com/home/,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,14,1,0,0,99,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,https://roesmeraldas.com/home/,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,19,13,0,0,0,59,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,https://new.express.adobe.com/webpage/kFVoEGRL5PJrc,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,20,0,0,0,152,0,2,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,https://pageshelpsupport.net/business-help-center,1
1,1,1,0,0,1,0,0,1,0,0,1,2,0,0,0,0,0,1,3,3,36,0,1,0,451,1,2,0,8,0,0,1,0,0,0,5,0,0,0,0,7,0,https://t.ly/KKCPc,1
1,1,1,0,0,0,1,1,1,0,0,7,1,0,83,3,0,0,0,4,6,25,1,0,0,898,0,6,1,27,0,1,1,0,0,0,5,0,0,0,0,6,0,http://sites.google.com/view/ovhcloud24,1
1,1,1,0,0,0,1,1,1,0,0,7,1,0,83,3,0,0,0,4,6,25,1,0,0,898,0,6,1,27,0,1,1,0,0,0,5,0,0,0,0,6,0,https://sites.google.com/view/ovhcloud24,1
1,1,1,0,0,1,0,0,1,0,0,1,2,0,0,0,0,0,1,3,3,36,0,1,0,451,1,2,0,8,0,0,1,0,0,0,5,0,0,0,0,7,0,https://cloudflare-ipfs.com/ipfs/bafkreicoxcnyhrolgsfqezw4lbx6y26y332irefvryhpm5dv7grm7zkjay,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,https://cl.s13.exct.net/?qs=8d4b02063ebb057d297dbaae5e3066e7618c44e1e4446726adf4386f8c89f2d075eda782881716b737055aaf66ea27b8,1
1,1,0,0,0,0,1,0,1,0,0,6,0,0,0,0,0,9,0,4,6,10,0,0,0,997,0,4,4,5,0,0,0,0,0,1,1,0,0,0,0,11,8,https://pub-08deeeada80c478190ea4a4d3184f25e.r2.dev/adobe%20(2).html,1
1,1,1,0,0,1,0,0,1,0,0,1,2,0,0,0,0,0,1,3,3,36,0,1,0,451,1,2,0,8,0,0,1,0,0,0,5,0,0,0,0,7,0,https://pub-fe2c2ecf757e4655b6bb7a6e32c587ec.r2.dev/alibaba.html,1
1,1,1,0,0,1,0,0,1,0,0,1,2,0,0,0,0,0,1,3,3,36,0,1,0,451,1,2,0,8,0,0,1,0,0,0,5,0,0,0,0,7,0,https://pub-3f9314a9e1044395a126b7b8e48c5c23.r2.dev/kblinkedin.html,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,17,37,0,0,0,151,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,0,0,https://docs.google.com/presentation/d/e/2PACX-1vQ6zR55sWfTuVlLWcsBCbCnNf1ZjCRKdRgo9Y0H5Mt60RX8mh6Nd0pqM9fb9lWkgl8RsFWWuNIOr1fp/pub?start=false&amp;loop=false&amp;delayms=3000,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,13,11,0,0,0,76,0,0,0,6,0,0,0,0,0,0,13,0,0,0,0,0,0,https://attsector2.weeblysite.com/,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,https://bzdsklou.web.app,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,https://bzdsklou.firebaseapp.com,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://bzerklonfra.web.app/,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://bzerklonfra.firebaseapp.com/,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,0,0,0,10,1,0,0,414,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,https://lsrgreenkeeping.com.au/,1
1,1,1,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,2,2,17,0,0,0,74,0,0,1,4,0,0,0,0,0,1,2,0,0,0,0,0,0,https://instablogs.github.io/,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9,87,0,1,0,1688,0,17,4,36,0,1,0,0,0,0,2,1,0,0,0,4,0,https://coursefinder.go-study.uz/panel/uploads/logo/css/linkedin/,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,0,2,27,0,0,0,162,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,http://ff.member.gareza.vn/0irMGVgDjoQBYIewV3YZ29APy05NJcaovhX0F0KB0CtJHvCIXH6NrCbU5kAjYgn5GJuvTV1xKs767zIP019q32WIn1c3vjoMIvwt_index,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,0,2,27,0,0,0,162,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,http://ff.member.gareza.vn/dD1B7B9vjAQGcM2gMplSP5KFYV73XBQjyJyx561qOlisEnE9m2lBIIGkkm1a6NqogC03fkYCiyJeMrYMZzaoprW65K2mzfdkgSGW_index,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,17,37,0,0,0,151,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,0,0,https://docs.google.com/presentation/d/e/2PACX-1vQM9thsaMNcp12DI5T3mnaCHFtdVBYw_v2NTObqx88oqOakRF-ik8xxIkL0GiP1pIh-pp5DlEfeRlMW/pub?start=false&amp;loop=false&amp;delayms=3000,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,0,0,0,31,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,https://auth-kw3.formstack.com/forms/dd,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,14,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,http://kudaperang9000s.wuaze.com/Info_help.php?/pages_recovery_disable=rec/,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://pub-e84af543facb4cf39a9d7e57af503f82.r2.dev/web.html,1
1,1,1,0,0,1,1,0,1,0,0,32,1,0,0,0,0,0,2,0,3,33,0,0,0,215,1,4,4,44,0,0,0,0,0,0,3,0,0,0,0,1,0,https://pub-4c6662782926434588effff825b1eb1a.r2.dev/auths.html,1
1,1,1,0,0,1,1,1,0,0,0,3,1,0,0,0,0,0,1,0,6,10,0,0,0,251,0,2,1,10,0,0,0,0,0,0,3,0,0,0,0,10,0,https://1pdf-sc4n-6a5b.yu7uijh560.workers.dev/,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,https://crownjul-dreasm-7206.olinltjsacnrai.workers.dev/,1
1,1,1,0,0,1,0,0,1,0,0,1,2,0,0,0,0,0,1,3,3,36,0,1,0,451,1,2,0,8,0,0,1,0,0,0,5,0,0,0,0,7,0,https://dapps-netlify.pages.dev/,1
1,1,1,0,0,1,0,0,1,0,0,1,2,0,0,0,0,0,1,3,3,36,0,1,0,451,1,2,0,8,0,0,1,0,0,0,5,0,0,0,0,7,0,http://dapps-netlify.pages.dev,1
1,1,1,0,1,1,0,0,1,0,0,8,2,0,0,0,0,1,8,0,28,14,0,1,0,373,0,5,3,54,0,0,1,0,0,1,8,0,0,0,0,8,1,https://nuplaqsdmkd.weebly.com/,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://worker-jolly-haze-c83e.snoker18.workers.dev/,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,19,13,0,0,0,59,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,https://new.express.adobe.com/webpage/MvYrbtgShPIma,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,25,0,0,1,80,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0,0,0,https://654845264.blogspot.com/,1
1,1,1,0,0,1,0,0,1,0,0,1,2,0,0,0,0,0,1,3,3,36,0,1,0,451,1,2,0,8,0,0,1,0,0,0,5,0,0,0,0,7,0,https://band-4l1.pages.dev/,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,185,0,1,0,6,0,0,0,0,1,0,1,0,0,0,0,3,0,http://prestamosfaistar.webcindario.com/,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,11,0,0,0,0,0,2642,0,1,0,19,0,0,0,0,0,0,1,0,0,0,0,53,21,https://assecpostale-om.web.app/,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,11,0,0,0,0,0,2642,0,1,0,19,0,0,0,0,0,0,1,0,0,0,0,53,21,https://assecpostale-om.firebaseapp.com/,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://authtzcmjbvtzmnjymailssocl.web.app/,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://authtzcmjbvtzmnjymailssocl.firebaseapp.com/,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,https://bzrectdkbz3.firebaseapp.com/,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,93,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,https://naiveuae.web.app/,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,93,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,https://naiveuae.firebaseapp.com/,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,https://rectdskbg1.web.app/,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,https://rectdskbg1.firebaseapp.com/,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,5,0,0,0,18,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,https://telee2-33b54.web.app/,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,5,0,0,0,18,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,https://telee2-33b54.firebaseapp.com/,1
1,1,1,0,0,1,0,0,0,0,0,3,3,0,0,456,0,0,9,0,52,66,0,1,0,77648,1,927,188,789,0,1,1,0,0,1,17,0,0,0,0,274,0,https://www.4f-shop.top/,1
1,1,1,0,0,1,0,0,0,0,0,3,3,0,0,456,0,0,9,0,52,66,0,1,0,77648,1,927,188,789,0,1,1,0,0,1,17,0,0,0,0,274,0,http://www.4f-shop.top/,1
1,0,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,12,7,16,56,0,0,1,2857,1,24,9,92,0,0,0,0,0,0,3,1,0,0,0,4,0,https://tinyurl.com/brd241123,1
1,0,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,12,7,16,56,0,0,1,2857,1,24,9,92,0,0,0,0,0,0,3,1,0,0,0,4,0,https://tinyurl.com/celsocrconsultoriatelecomcombr?_user=gmail@gmail.com,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,19,13,0,0,0,59,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,https://new.express.adobe.com/webpage/Jbl1uHKSMBYkT/?authuser=mantener-cuenta,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,185,0,1,0,6,0,0,0,0,1,0,1,0,0,0,0,3,0,https://02d772vb82.webcindario.com/worldwide/creditoption/,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,185,0,1,0,6,0,0,0,0,1,0,1,0,0,0,0,3,0,https://02d772vb82.webcindario.com/,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,6,12,0,0,0,37,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,http://qow.telegrammn.cn/,1
1,1,1,0,0,1,0,0,1,0,0,1,2,0,0,0,0,0,1,3,3,36,0,1,0,451,1,2,0,8,0,0,1,0,0,0,5,0,0,0,0,7,0,https://props2.pages.dev/,1
1,1,1,0,0,1,0,0,1,0,0,1,2,0,0,0,0,0,1,3,3,36,0,1,0,451,1,2,0,8,0,0,1,0,0,0,5,0,0,0,0,7,0,https://faanowupgradestrongmore.mart75.workers.dev/654a4eb55d1e2a9b994c708f/om/6kXbB9wVh?sso_reload=true,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://sheet.invoice-pdf.workers.dev/,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://file.december-q3.workers.dev/,1
1,1,1,0,0,0,1,0,1,0,0,6,1,0,0,0,0,0,0,0,3,17,0,0,0,181,0,0,1,10,0,0,1,0,1,0,3,0,0,0,0,3,0,https://hidden-base-05c4.updatelogaccountprogramedrfwerwrdhshh.workers.dev/,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://profiles-datings-apps.jimbatreng.workers.dev/,1
1,1,1,0,0,1,0,0,1,0,0,1,2,0,0,0,0,0,1,3,3,36,0,1,0,451,1,2,0,8,0,0,1,0,0,0,5,0,0,0,0,7,0,https://reallmodeappnowokma.giz350tz.workers.dev/?bbre=vaANXibuRmEpoOtVnl,1
1,1,1,0,0,1,0,0,1,0,0,1,2,0,0,0,0,0,1,3,3,36,0,1,0,451,1,2,0,8,0,0,1,0,0,0,5,0,0,0,0,7,0,https://mikanowoprobuewbestasz.lilia9.workers.dev/?bbre=gHAuRajtSYfKJkUFxbpWqI,1
1,1,1,0,0,1,0,0,1,0,0,1,2,0,0,0,0,0,1,3,3,36,0,1,0,451,1,2,0,8,0,0,1,0,0,0,5,0,0,0,0,7,0,https://hellohohoappdemos.zachary4.workers.dev/?bbre=fuqzPyomcdLOZjVhtXHCwvsQBEKI,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://propertyinaustralia.github.io/propertyinaustralia/property.html,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,https://drecloud-1fce.eteispafntejrntan.workers.dev/,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,14,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,http://validavioncajadeahorro.iceiy.com/?i=3,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,14,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,http://cajadeahorrowebfresh.iceiy.com/?i=3,1
1,1,1,0,0,1,0,1,0,0,0,1,2,0,0,10,0,0,9,14,50,21,1,1,1,1159,0,17,9,248,0,1,1,0,1,0,18,1,0,0,0,31,0,https://styleshercy.wixsite.com/website,1
1,1,0,0,0,0,1,0,1,0,0,6,0,0,0,0,0,0,0,2,4,7,0,0,0,350,0,0,3,16,0,0,0,0,1,0,4,0,0,0,0,4,0,https://bafybeihfcxunwgln23t6g2f357wdkqalsh7miscw5lx22oi7pmv2b5ffxy.ipfs.dweb.link/,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,https://fast-cool-rowboat.glitch.me/XFHGcvbjmpoiklol.htm,1
1,1,1,0,0,1,1,1,0,0,0,3,2,0,0,0,0,0,2,0,10,16,0,0,0,363,1,0,1,33,0,0,1,0,0,0,3,0,0,0,0,2,0,https://pub-28951006b23943e59370a299a90413e1.r2.dev/9084232_uqpnxfw.html,1
1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,42,0,0,7,33,15,68,1,1,1,7551,0,110,37,215,0,1,1,0,0,1,15,1,0,0,0,22,0,https://www.confirmationhelppage.io.vn,1
1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,42,0,0,7,33,15,68,1,1,1,7551,0,110,37,215,0,1,1,0,0,1,15,1,0,0,0,22,0,https://confirmationhelppage.io.vn,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,14,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,http://aviso-provincia.hstn.me/,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,17,25,0,0,0,139,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,0,0,https://docs.google.com/presentation/d/e/2PACX-1vRR40gJhzUjh5F23Ue73A8dR9FanIBPFSg4u4EYlMfFcT9nJ0cQT0kLhG86gWJBWde1Bo5HgC44PudB/pub?start=false&amp;loop=false&amp;delayms=3000,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,6,48,1,0,0,210,0,1,2,4,0,0,0,0,0,0,4,0,0,0,0,0,0,https://mmggt.ukit.me/,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,14,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,http://preventordecuentas.hstn.me/?i=3,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,14,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,http://log1ncaj4d3ahorr0.hstn.me/?i=3,1
1,1,1,0,0,1,0,0,1,0,0,4,3,0,0,71,0,0,17,5,15,58,0,1,0,1789,0,80,12,44,0,1,1,0,1,0,13,1,0,0,0,36,0,https://varietyscissor.com,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://pub-eeee7f49a976454f9626378381d9ae76.r2.dev/nac7.html#,1
1,1,1,0,0,0,1,1,1,0,0,7,1,0,83,3,0,0,0,4,6,25,1,0,0,898,0,6,1,27,0,1,1,0,0,0,5,0,0,0,0,6,0,https://sites.google.com/view/stilmafosido09,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,27,1,0,0,134,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,https://flexural-dunker-2692.dataplicity.io/dkb/?dkb=dkb.de%2Fverification,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,27,1,0,0,134,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,https://flexural-dunker-2692.dataplicity.io/dkb?dkb=dkb.de%2Fverification,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,13,13,0,1,0,267,0,1,0,5,0,1,0,0,0,0,3,0,0,0,0,1,0,https://shorturl.at/iACEW,1
1,1,1,0,0,1,0,0,1,0,0,1,2,0,0,0,0,0,1,3,3,36,0,1,0,451,1,2,0,8,0,0,1,0,0,0,5,0,0,0,0,7,0,https://bafybeibuywx24l5nzjutqx5hnenjbagb2qkwabkeoqth5mrvfyxcktrhbq.ipfs.cf-ipfs.com/Aweertsyuiiuod.html,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,185,0,1,0,6,0,0,0,0,1,0,1,0,0,0,0,3,0,https://itapyfromthl.webcindario.com/,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,https://bzrectdkbz3.web.app/,1
1,1,1,0,0,1,0,0,1,0,0,10,19,0,0,30,0,0,11,18,16,25,0,1,1,8041,16,44,26,104,0,1,1,0,0,1,35,1,0,0,0,10,0,https://rockedcme.com/eya/,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,19,13,0,0,0,59,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,https://new.express.adobe.com/webpage/XxroY39PFZqW6,1
1,1,1,0,0,0,1,0,1,0,0,8,1,0,3,0,0,0,0,4,8,25,0,0,0,970,1,1,0,23,0,0,1,0,0,1,2,0,0,0,0,6,0,https://pub-e303bee077db4b7b8fafd21a61d42798.r2.dev/c3im3b2i9258ku0m0l6ym3jhp7vo9o8j52t.html?_x_tr_hp=bafybeicci&amp;_x_tr_sl=auto&amp;_x_tr_tl=en&amp;_x_tr_hl=en&amp;_x_tr_pto=wapp,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://track.chanret.com/trackclick.asp?ThreadKey=uc5bi0ajc&Email=cnVyYXRlY2huaWNrQG9yYW5nZS5mcg==&url=aHR0cHM6Ly9jb21tdW5pcXVlci1oYXV0LmR1Y2tkbnMub3Jn,1
1,0,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,12,7,16,56,0,0,1,2857,1,24,9,92,0,0,0,0,0,0,3,1,0,0,0,4,0,https://tinyurl.com/5w3ewmmr,1
1,0,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,12,7,16,56,0,0,1,2857,1,24,9,92,0,0,0,0,0,0,3,1,0,0,0,4,0,https://tinyurl.com/783a39bt,1
1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,8,0,48,17,0,0,0,569,0,1,6,90,0,1,1,0,0,0,18,0,0,0,0,36,0,https://orangveri.wixsite.com/my-site/,1
